#name	description	is_reversible	data_source	is_spontaneous
AMPtex	AMP_transport_via_diffusion	1		1
ARBabcpp	L-arabinose_transport_via_ABC_system	0		0
ARBt3ipp	L-arabinose_transport_via_proton_antiport	0		0
ARBTptspp	arbutin_transport_via_PEP:Pyr_PTS	0		0
ARGabcpp	L-arginine_transport_via_ABC_system	0		0
ARGORNt7pp	arginine/ornithine_antiporter	1		0
ARGt3pp	L-arginine_transport_out_via_proton_antiport	0		0
ASCBptspp	L-ascorbate_transport_via_PEP:Pyr_PTS	0		0
ASNabcpp	L-asparagine_transport_via_ABC_system	0		0
ASNt2rpp	L-asparagine_reversible_transport_via_proton_symport	1		0
ASPabcpp	L-aspartate_transport_via_ABC_system	0		0
ASPt2pp	L-aspartate_transport_in_via_proton_symport	0		0
ASPt2rpp	L-aspartate_transport_in_via_proton_symport__reversible	0		0
BALAt2pp	beta-alanine_transport_in_via_proton_symport	0		0
BALAtex	beta-alanine_transport_via_diffusion	1		1
BCCPE	biotin-carboxyl-carrier-protein:carbon-dioxide_ligase_(ADP-forming)	1		0
CGLYabcpp	L-Cysteinylglycine_(Cys-Gly)_transport_via_ABC_system	0		0
CGLYtex	L-Cysteinylglycine_transport_via_diffusion	1		1
CHTBSptspp	chitobiose_transport_via_PEP:Pyr_PTS	0		0
CITt3pp	citrate_transport_out_via_proton_antiport	0		0
CITt7pp	Citrate_transport_via_succinate_antiport	0		0
CITtex	citrate_transport_via_diffusion	1		1
CLt3_2pp	chloride_transport_out_via_proton_antiport_(2:1)	0		0
CRNabcpp	L-carnitine_transport_via_ABC_system	0		0
CRNDabcpp	D-carnitine_transport_via_ABC_system	0		0
CRNDt2rpp	D-carnitine_outward_transport_(H+_antiport)	1		0
CRNt2rpp	L-carnitine_outward_transport_(H+_antiport)	1		0
CRNt8pp	L-carnitine/D-carnitine_antiporter	0		0
CTBTabcpp	crotonobetaine_transport_via_ABC_system	0		0
CTBTt2rpp	cronobetaine_outward_transport_(H+_antiport)	1		0
CUt3	copper_transport_out_via_proton_antiport	0		0
CUtex	copper_(Cu+1)_transport_via_diffusion	1		1
CYANtex	Cyanide_transport_via_diffusion	1		1
CYSabc2pp	L-cysteine_export_via_ABC_system	0		0
CYSabcpp	L-cysteine_uptake_via_ABC_system	0		0
CYStpp	L-cysteine_export_via_facilitated_transport	0		0
CYTDt2pp	cytidine_transport_in_via_proton_symport	0		0
CYTDt2rpp	cytidine_transport_in_via_proton_symport,_reversible	1		0
DADNtex	deoxyadenosine_transport_via_diffusion	1		1
DALAt2pp	D-alanine_transport_in_via_proton_symport	0		0
DALAtex	D-Alanine_transport_via_diffusion	1		1
DAMPtex	dAMP_transport_via_diffusion	1		1
DAPabcpp	M-diaminopimelic_acid_ABC_transport	0		0
DCMPtex	dCMP_transport_via_diffusion	1		1
DCYTtex	deoxycytidine_transport_via_diffusion	1		1
DGMPtex	dGMP_transport_via_diffusion	1		1
DGSNtex	deoxyguanosine_transport_via_diffusion	1		1
DHAtpp	Dihydroxyacetone_transport_via_facilitated_diffusion	1		1
DIMPtex	dIMP_transport_via_diffusion	1		1
DINStex	deoxyinosine_transport_via_diffusion	1		1
D_LACt2pp	D-lactate_transport_via_proton_symport	1		0
DMSOtex	Dimethyl_sulfoxide_transport_via_diffusion	1		1
DMStex	Dimethyl_sulfide_transport_via_diffusion	1		1
DSERt2pp	D-serine_transport_in_via_proton_symport	0		0
DTMPtex	dTMP_transport_via_diffusion	1		1
DUMPtex	dUMP_transport_via_diffusion	1		1
DURIt2pp	deoxyuridine_transport_in_via_proton_symport	0		0
DURItex	deoxyuridine_transport_via_diffusion	1		1
ETHAtex	ethanolamine_transport_via_diffusion_(extracellular)	1		1
ETOHtrpp	ethanol_reversible_transport_via_diffusion	1		1
EX_biomass	EX_biomass	0		0
EX_BIOTIN	EX_BIOTIN	1		0
EX_cl	EX_cl	1		0
F6Pt6_2pp	Fructose-6-phosphate_transport_via_phosphate_antiport	0		0
F6Ptex	fructose_6-phosphate_transport_via_diffusion	1		1
FE3DHBZStonex	ferric_2,3-dihydroxybenzoylserine_transport_via_ton_system_(extracellular)	0		0
FE3tex	iron_(III)_transport_via_diffusion	1		1
FRUpts2pp	Fructose_transport_via_PEP:Pyr_PTS_(f6p_generating)	0		0
FRUtex	D-fructose_transport_via_diffusion	1		1
FRUURt2rpp	D-fructuronate_transport_via_proton_symport,_reversible	1		0
FUMt2_2pp	Fumarate_transport_via_proton_symport_(2_H)	0		0
FUMt2_3pp	Fumarate_transport_via_proton_symport_(3_H)	0		0
FUMtex	Fumarate_transport_via_diffusion	1		1
G1Ptex	D-glucose_1-phosphate_transport_via_diffusion	1		1
G3PCabcpp	sn-glycerol-3-phosphocholine_transport_via_ABC_system	0		0
G3PEabcpp	sn-glycerol-3-phosphoethanolamine_transport_via_ABC_system	0		0
G3PEtex	glycero-3-phosphoethanolamine_transport_via_diffusion	1		1
G3PGabcpp	sn-glycerol-3-phosphoglycerol_transport_via_ABC_system	0		0
G3PGtex	glycerophoglycerol_transport_via_diffusion	1		1
G3PIabcpp	sn-glycerol-3-phosphoethanolamine_transport_via_ABC_system	0		0
G3PItex	glycero-3-phospho-1-inositol_transport_via_diffusion	1		1
G3PSabcpp	sn-glycerol-3-phosphoserine_transport_via_ABC_system	0		0
G3PStex	glycerophosphserine_transport_via_diffusion	1		1
G6Pt6_2pp	Glucose-6-phosphate_transport_via_phosphate_antiport	0		0
G6Ptex	glucose_6-phosphate_transport_via_diffusion	1		1
GAL1Ptex	D-galactose_1-phosphate_transport_via_diffusion	1		1
GALTptspp	Galactitol_transport_via_PEP:Pyr_PTS	0		0
GAM6Pt6_2pp	D-Glucosamine_6-phosphate_transport_via_phosphate_antiport	0		0
GAMAN6Ptex	D-glucosamine_6-phosphate_transport_via_diffusion	1		1
GAMptspp	D-glucosamine_transport_via_PEP:Pyr_PTS	0		0
GAMtex	D-glucosamine_transport_via_diffusion	1		1
GLCabcpp	D-glucose_transport_via_ABC_system	0		0
GLCNt2rpp	D-gluconate_transport_via_proton_symport,_reversible	1		0
GLCptspp	D-glucose_transport_via_PEP:Pyr_PTS	0		0
GLCUR1Ptex	D-glucuronate_1-phosphate_transport_via_diffusion	1		1
GLCURt2rpp	D-glucuronate_transport_via_proton_symport,_reversible	1		0
GLNabcpp	L-glutamine_transport_via_ABC_system	0		0
GLNt2rpp	L-gln_reversible_transport_via_proton_symport	1		0
GLUabcpp	L-glutamate_transport_via_ABC_system	0		0
GLUt4pp	Na+/glutamate_symport	0		0
GLUtex	L-glutamate_transport_via_diffusion	1		1
GLYALDtpp	Glyceraldehyde_facilitated_diffusion	1		1
GLYBabcpp	Glycine_betaine_transport_via_ABC_system	0		0
GLYC2Pabcpp	sn-Glycerol_2-phosphate_transport_via_ABC_system	0		0
GLYC3Pabcpp	sn-Glycerol_3-phosphate_transport_via_ABC_system	0		0
GLYC3Pt6pp	Glycerol-3-phosphate_:_phosphate_antiporter	0		0
GLYC3Ptex	Glycerol-3-phosphate_transport_via_diffusion	1		1
GLYCAt2rpp	D-glycerate_transport_via_proton_symport,_reversible	1		0
GLYCtpp	glycerol_transport_via_channel	1		0
GLYtex	Glycine_transport_via_diffusion	1		1
GMPtex	GMP_transport_via_diffusion	1		1
GSNt2pp	guanosine_transport_in_via_proton_symport	0		0
GSNtex	guanosine_transport_via_diffusion	1		1
GTHRDabc2pp	glutathione_export_via_ABC_system	0		0
GTHRDabcpp	Reduced_glutathione_via_ABC_system	0		0
GTHRDtex	glutathione_transport_via_diffusion	1		1
GUAt2pp	guanine_transport_in_via_proton_symport	0		0
GUAtpp	Guanine_transport_via_diffusion	1		1
H2Otpp	H2O_transport_via_diffusion	1		1
H2St1pp	h2s_transport	0		0
H2Stex	h2s_transport_via_diffusion	1		1
H2tpp	hydrogen_transport_diffusion	1		1
HISabcpp	L-histidine_transport_via_ABC_system	0		0
HISt2rpp	L-histidine_reversible_transport_via_proton_symport	1		0
HOMt2pp	L-homoserineserine_efflux_via_proton_symport	0		0
HOMtex	L-homoserine_transport_via_diffusion	1		1
HYXNtpp	Hypoxanthine_transport	1		0
ILEt2rpp	L-isoleucine_reversible_transport_via_proton_symport	1		0
INDOLEt2pp	Indole_transport_via_proton_symport,_irreversible	0		0
INDOLEt2rpp	Indole_transport_via_proton_symport,_reversible	1		0
INSt2pp	inosine_transport_in_via_proton_symport	0		0
INSt2rpp	inosine_transport_in_via_proton_symport,_reversible	1		0
LEUt2rpp	L-leucine_reversible_transport_via_proton_symport	1		0
L_LACt2rpp	L-lactate_reversible_transport_via_proton_symport	1		0
LYSabcpp	L-lysine_transport_via_ABC_system	0		0
LYSt2pp	L-lysine_transport_in_via_proton_symport	1		0
LYSt3pp	L-lysine_transport_out_via_proton_antiport	0		0
MALt3pp	L-malate_transport_out_via_proton_antiport	0		0
MALTabcpp	maltose_transport_via_ABC_system	0		0
MALTptspp	maltose_transport_via_PEP:Pyr_PTS	0		0
MAN6Pt6_2pp	Mannose-6-phosphate_transport_via_phosphate_antiport	0		0
MANptspp	D-mannose_transport_via_PEP:Pyr_PTS	0		0
METabcpp	L-methionine_transport_via_ABC_system	0		0
METt2rpp	L-met_reversible_transport_via_proton_symport	1		0
MNLptspp	mannitol_transport_via_PEP:Pyr_PTS	0		0
MNt2pp	manganese_(Mn+2)_transport_in_via_proton_symport	0		0
NACtpp	Nicotinic_acid_uptake	0		0
NAtex	sodium_transport_via_diffusion	1		1
NMNt7pp	NMN_transport_via_NMN_glycohydrolase	0		0
NO3tex	nitrate_transport_via_diffusion	1		1
NOtex	nitric_oxide_transport_via_diffusion	1		1
O2Stex	superoxide_anion_transport_via_diffusion	1		1
ORNabcpp	ornithine_transport_via_ABC_system	0		0
OROTt2_2pp	Orotate_transport_via_proton_symport_(2_H)	0		0
PA120abcpp	phosphatidate_transport_via_ABC_system_(n-C12:0)	0		0
PA140abcpp	phosphatidate_transport_via_ABC_system_(n-C14:0)	0		0
PA141abcpp	phosphatidate_transport_via_ABC_system_(n-C14:1)	0		0
PA160abcpp	phosphatidate_transport_via_ABC_system_(n-C16:0)	0		0
PA161abcpp	phosphatidate_transport_via_ABC_system_(n-C16:1)	0		0
PA180abcpp	phosphatidate_transport_via_ABC_system_(n-C18:0)	0		0
PA181abcpp	phosphatidate_transport_via_ABC_system_(n-C18:1)	0		0
PGP120abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C12:0)	0		0
PGP140abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C14:0)	0		0
PGP141abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C14:1)	0		0
PGP160abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C16:0)	0		0
PGP161abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C16:1)	0		0
PGP180abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C18:0)	0		0
PGP181abcpp	phosphatidylglycerophosphate_transport_via_ABC_system_(n-C18:1)	0		0
PHEMEabcpp	protoheme_transport_via_ABC_system	0		0
PHEMEtiex	protoheme_transport_irreversible_out_via_diffusion	0		1
PHEt2rpp	L-phenylalanine_reversible_transport_via_proton_symport	1		0
PNTOt4pp	Pantothenate_sodium_symporter	0		0
PROabcpp	L-proline_transport_via_ABC_system	0		0
PROGLYabcpp	L-Prolinylglycine_(Pro-Gly)_transport_via_ABC_system	0		0
PROt3pp	L-proline_transport_out_via_proton_antiport	0		0
PROt4pp	Na+/Proline-L_symporter	0		0
PSERtex	phospho-L-serine_transport_via_diffusion	1		1
PTRCORNt7pp	putrescine/ornithine_antiporter	1		0
PTRCt2pp	putrescine_transport_in_via_proton_symport	0		0
PYDXtpp	pyridoxal_import	0		0
PYRt2rpp	pyruvate_reversible_transport_via_proton_symport	1		0
RIBabcpp	D-ribose_transport_via_ABC_system	0		0
SBTptspp	D-sorbitol_transport_via_PEP:Pyr_PTS	0		0
SERabcpp	L-ser_transport_via_ABC_system	0		0
SERt3pp	L-ser_transport_out_via_proton_antiport	0		0
SKMt2pp	shikimate_transport_in_via_proton_symport	0		0
SPMDabcpp	spermidine_transport_via_ABC_system	0		0
SPMDt3pp	spermidine_transport_out_via_proton_antiport	0		0
SUCCt2_2pp	succinate_transport_via_proton_symport_(2_H)	0		0
SUCCt2_3pp	Succintate_transport_via_proton_symport_(3_H)	0		0
SUCCt3pp	succinate_transport_out_via_proton_antiport	0		0
SUCptspp	PTS_system,_sucrose-specific_IIA_component	0		0
THMabcpp	thiamine_transport_via_ABC_system	0		0
THMDt2pp	thymidine_transport_in_via_proton_symport	0		0
THMDt2rpp	thymidine_transport_in_via_proton_symport,_reversible	1		0
THRabcpp	L-threonine_transport_via_ABC_system	0		0
THRt2pp	L-threonine_efflux_transport_via_proton_antiport	0		0
TREabcpp	trehalose_transport_via_ABC_system	0		0
TREptsp	trehalose_via_PEP:Pyr	0		0
TREptspp	trehalose_transport_via_PEP:Pyr_PTS	0		0
TRPabcpp	L-trp_transport_via_ABC_system	0		0
TRPt2rpp	L-tryptophan_reversible_transport_via_proton_symport	1		0
TYRt2rpp	L-tyrosine_reversible_transport_via_proton_symport	1		0
URAt2pp	uracil_transport_in_via_proton_symport	0		0
URAt2rpp	uracil_transport_in_via_proton_symport,_reversible	1		0
UREAtpp	Urea_transport_via_facilitate_diffusion	1		1
URIt2pp	uridine_transport_in_via_proton_symport	0		0
URIt2rpp	uridine_transport_in_via_proton_symport,_reversible	1		0
VALt2rpp	L-valine_reversible_transport_via_proton_symport	1		0
XANt2pp	xanthine_transport_in_via_proton_symport	0		0
XANtpp	xanthine_reversible_transport	1		0
XTSNt2rpp	Xanthosine_transport_via_proton_symport	1		0
XYLUt2pp	L-xylulose_transport_in_via_proton_symport	0		0
CO2tpp	CO2_transporter_via_diffusion	0		1
FORt2pp	formate_transport_via_proton_symport_(uptake_only)	0		0
Biotinabcpp	Zinc_(Zn+2)_ABC_transporter,_efflux	0		0
Biotint3pp	zinc_(Zn+2)_transport_out_via_proton_antiport	0		0
Biotintpp	zinc_transport_in_via_permease_(no_H+)	0		0
ALATRS	Alanyl-tRNA_synthetase	0		0
ARGTRS	Arginyl-tRNA_synthetase	0		0
ASNTRS	Asparaginyl-tRNA_synthetase	0		0
ASPTRS	Aspartyl-tRNA_synthetase	0		0
CYSTRS	Cysteinyl-tRNA_synthetase	0		0
FMETTRS	Methionyl-tRNA_formyltransferase	0		0
GLNTRS	Glutaminyl-tRNA_synthetase	0		0
GLUTRS	glutamyl-tRNA_synthetase	0		0
GLYTRS	Glycyl-tRNA_synthetase	0		0
HISTRS	Histidyl-tRNA_synthetase	0		0
ILETRS	Isoleucyl-tRNA_synthetase	0		0
LEUTRS	Leucyl-tRNA_synthetase	0		0
LYSTRS	Lysyl-tRNA_synthetase	0		0
METTRS	Methionyl-tRNA_synthetase	0		0
PHETRS	Phenylalanyl-tRNA_synthetase	0		0
PROTRS	Prolyl-tRNA_synthetase	0		0
SERTRS	Seryl-tRNA_synthetase	0		0
SERTRS2	Seryl-tRNA_synthetase_(selenocystein)	0		0
THRTRS	Threonyl-tRNA_synthetase	0		0
TRPTRS	Tryptophanyl-tRNA_synthetase	0		0
TYRTRS	tyrosyl-tRNA_synthetase	0		0
VALTRS	Valyl-tRNA_synthetase	0		0
ANPRT	anthranilate_phosphoribosyltransferase	0		0
ANS	anthranilate_synthase	0		0
CHORM	chorismate_mutase	0		0
CHORS	chorismate_synthase	0		0
DDPA	3-deoxy-D-arabino-heptulosonate_7-phosphate_synthetase	0		0
DHQS	3-dehydroquinate_synthase	0		0
DHQTi	3-dehydroquinate_dehydratase,_irreversible	0		0
IGPS	indole-3-glycerol-phosphate_synthase	0		0
PHETA1	phenylalanine_transaminase	1		0
PPND	prephenate_dehydrogenase	0		0
PPNDH	prephenate_dehydratase	0		0
PRAIi	phosphoribosylanthranilate_isomerase_(irreversible)	0		0
PSCVT	3-phosphoshikimate_1-carboxyvinyltransferase	1		0
SHK3Dr	shikimate_dehydrogenase	1		0
SHKK	shikimate_kinase	0		0
TRPS1	tryptophan_synthase_(indoleglycerol_phosphate)	0		0
TRPS2	tryptophan_synthase_(indole)	0		0
TRPS3	tryptophan_synthase_(indoleglycerol_phosphate)	0		0
TYRRRpp	phospho-L-tyrosine_phosphatase	0		0
TYRTA	tyrosine_transaminase	1		0
INPSHE	indoleglycerol_phosphate_synthetase	0		0
AGPSC	AGPSC	0		0
ARATH	ARABINOGALACTAN_Ass	0		0
ATPM	ATPM	0		0
DNA	DNA	0		0
FREENTCO	FREEMYCOLICACID_Ass	0		0
IONS	IONS	0		0
MYCOLI	MYCOLICACID_Ass	0		0
PA	PA	0		0
PEPTH	PEPTIDOGLYCAN_Ass	0		0
PPTHTH	PHOSPHOLIPID_Ass	0		0
RNA	RNA	0		0
PROTEIN	PROTEIN	0		0
SOL_POOL	SOL_POOL	0		0
ACHBS	2-aceto-2-hydroxybutanoate_synthase	0		0
ACLS	acetolactate_synthase	0		0
DHAD1	dihydroxy-acid_dehydratase_(2,3-dihydroxy-3-methylbutanoate)	0		0
DHAD2	Dihydroxy-acid_dehydratase_(2,3-dihydroxy-3-methylpentanoate)	0		0
ILETA	isoleucine_transaminase	1		0
IPMD	3-isopropylmalate_dehydrogenase	0		0
IPPMIa	3-isopropylmalate_dehydratase	1		0
IPPMIb	2-isopropylmalate_hydratase	1		0
IPPS	2-isopropylmalate_synthase	0		0
KARA1	ketol-acid_reductoisomerase_(2,3-dihydroxy-3-methylbutanoate)	1		0
KARA2	ketol-acid_reductoisomerase_(2-Acetolactate)	1		0
OMCDC	2-Oxo-4-methyl-3-carboxypentanoate_decarboxylation	0		0
THRD_L	L-threonine_deaminase	0		0
VALTA	valine_transaminase	0		0
LEUTAi	leucine_transaminase_(irreversible)	1		0
